"Year","State","unemp_rate","state"
"1988","Wisconsin",4.2,"WI"
"1989","Wisconsin",4.26666666666667,"WI"
"1990","Wisconsin",4.35,"WI"
"1991","Wisconsin",5.30833333333333,"WI"
"1992","Wisconsin",5.14166666666667,"WI"
"1993","Wisconsin",4.53333333333333,"WI"
"1994","Wisconsin",4.275,"WI"
"1995","Wisconsin",3.74166666666667,"WI"
"1996","Wisconsin",3.61666666666667,"WI"
"1997","Wisconsin",3.49166666666667,"WI"
"1998","Wisconsin",3.26666666666667,"WI"
"1999","Wisconsin",3.075,"WI"
"2000","Wisconsin",3.375,"WI"
"2001","Wisconsin",4.39166666666667,"WI"
"2002","Wisconsin",5.30833333333333,"WI"
"2003","Wisconsin",5.625,"WI"
"2004","Wisconsin",5.04166666666667,"WI"
"2005","Wisconsin",4.775,"WI"
"2006","Wisconsin",4.70833333333333,"WI"
"2007","Wisconsin",4.75833333333333,"WI"
"2008","Wisconsin",4.88333333333333,"WI"
"2009","Wisconsin",8.75833333333333,"WI"
"2010","Wisconsin",8.45,"WI"
"2011","Wisconsin",7.46666666666667,"WI"
"2012","Wisconsin",6.94166666666667,"WI"
"1981","Wyoming",4.16666666666667,"WY"
"1982","Wyoming",6.08333333333333,"WY"
"1983","Wyoming",7.98333333333333,"WY"
"1984","Wyoming",6.29166666666667,"WY"
"1985","Wyoming",7.14166666666667,"WY"
"1986","Wyoming",8.70833333333333,"WY"
"1987","Wyoming",8.14166666666667,"WY"
"1988","Wyoming",6.53333333333333,"WY"
"1989","Wyoming",6.23333333333333,"WY"
"1990","Wyoming",5.31666666666667,"WY"
"1991","Wyoming",5.175,"WY"
"1992","Wyoming",5.60833333333333,"WY"
"1993","Wyoming",5.5,"WY"
"1994","Wyoming",5.01666666666667,"WY"
"1995","Wyoming",4.875,"WY"
"1996","Wyoming",5.11666666666667,"WY"
"1997","Wyoming",4.83333333333333,"WY"
"1998","Wyoming",4.91666666666667,"WY"
"1999","Wyoming",4.84166666666667,"WY"
"2000","Wyoming",3.88333333333333,"WY"
"2001","Wyoming",3.94166666666667,"WY"
"2002","Wyoming",4.10833333333333,"WY"
"2003","Wyoming",4.45833333333333,"WY"
"2004","Wyoming",3.925,"WY"
"2005","Wyoming",3.7,"WY"
"2006","Wyoming",3.16666666666667,"WY"
"2007","Wyoming",2.8,"WY"
"2008","Wyoming",3.11666666666667,"WY"
"2009","Wyoming",6.29166666666667,"WY"
"2010","Wyoming",6.99166666666667,"WY"
"2011","Wyoming",5.96666666666667,"WY"
"2012","Wyoming",5.33333333333333,"WY"
