"Points.per.Minute"
1.046511628
0.571428571
0.76744186
0.756756757
0.75
0.473684211
0.789473684
0.513513514
0.5625
1.032258065
0.627906977
0.756756757
0.756097561
1
0.8
0.8
0.666666667
0.689655172
0.806451613
0.736842105
0.789473684
0.567567568
0.888888889
0.5
0.525
0.487179487
0.951219512
0.926829268
1.068965517
0.594594595
0.517241379
0.722222222
0.625
0.575757576
1
1.027777778
1.142857143
0.769230769
0.435897436
0.644444444
0.888888889
0.76744186
0.545454545
0.829787234
1.045454545
0.857142857
0.15
0.297297297
0.782608696
0.785714286
0.756097561
0.828571429
0.766666667
0.891304348
0.404761905
0.807692308
0.666666667
0.512195122
0.76744186
1.019607843
0.790697674
0.516129032
0.619047619
0.723404255
0.947368421
0.510638298
0.659090909
0.658536585
0.766666667
0.782608696
0.576923077
0.692307692
1.261904762
0.553191489
0.87804878
0.595238095
0.805555556
0.755555556
0.457142857
0.674418605
0.625
0.689655172
