"Delay"
-1
0
-4
-4
4
27
3
20
-2
25
7
0
16
-4
0
-3
55
41
5
-3
-6
-2
31
0
40
-2
-1
104
29
-1
4
-5
-9
3
-5
2
2
22
146
-6
-1
-3
20
9
5
-2
0
46
53
28
-3
-4
-7
-4
26
17
-3
2
-5
49
-1
-6
-4
-9
51
-2
-7
-2
-2
16
62
-1
-1
-6
-2
-2
6
16
11
28
20
-5
0
-5
-3
14
182
5
1
-3
-12
41
-3
0
13
13
-4
-7
-4
-5
-2
-6
-1
-4
-5
18
-2
35
-5
-3
-3
20
-6
7
-3
-3
0
27
-3
119
39
201
-4
-3
-1
2
0
13
95
11
0
-3
93
-2
5
57
28
19
22
0
20
0
1
1
-5
114
-8
5
-5
-7
-2
10
1
-2
50
-3
101
-2
22
-4
115
26
6
19
-3
3
-6
27
1
-3
6
145
-5
16
-7
2
56
-4
71
38
-1
-1
-5
-6
-1
-4
122
-7
37
27
0
8
16
40
48
8
4
-11
50
40
-3
0
-1
0
18
-1
2
-1
12
20
31
-5
5
11
-3
2
15
-12
1
-5
-3
-2
48
-7
-1
-1
2
2
-6
7
3
6
0
14
-8
-7
58
-5
-2
2
-2
-4
47
-7
2
-5
-7
-2
-5
0
-1
-5
-6
26
-6
9
1
0
-10
0
-4
-3
0
44
-3
-1
-2
7
-4
-1
54
-4
14
-4
-3
-5
49
2
-2
-6
-4
23
-3
-5
-4
-4
4
-3
12
-6
-5
32
40
18
29
3
-3
-1
-5
-5
5
114
-2
132
-1
84
-4
0
-6
-3
-2
-3
-7
70
-4
0
-5
0
-4
-1
99
28
93
54
28
-1
-5
4
-4
10
-6
-3
6
-1
0
18
-2
0
5
4
-2
6
46
-2
1
-3
10
13
0
10
25
9
-5
11
-1
87
8
-1
-3
8
0
-2
-1
-12
-4
-3
-1
-2
2
38
-1
7
-2
-3
-2
-4
-2
-2
63
0
-4
85
8
-4
42
13
-1
0
-5
-3
-3
-5
-4
71
0
3
-2
-5
72
12
5
0
-5
0
8
5
-4
-2
11
-3
0
-1
66
70
5
0
-4
-2
11
-5
-3
-5
1
-1
15
8
7
-1
0
0
40
-3
3
9
35
130
106
-1
64
38
0
-2
4
-2
2
-8
-2
-6
-3
5
30
63
23
-3
15
28
17
-2
10
28
10
-4
-2
-4
6
-1
-2
22
-1
-8
142
2
47
-8
-3
0
-3
-3
11
94
59
-4
-1
-7
7
-2
2
20
-2
-3
-4
9
3
19
-8
18
0
50
3
14
-9
-3
-2
12
-6
11
76
-4
115
-3
-5
-6
21
-5
25
-3
27
-3
-3
66
-6
48
0
13
0
6
-3
-1
12
3
4
59
-1
1
17
27
0
47
5
8
4
1
5
43
17
7
-7
-3
-4
1
-3
-5
8
0
-6
4
-2
44
9
-2
138
-1
-1
60
4
-1
1
-1
10
119
-1
2
23
-4
-4
-2
35
17
8
-7
-1
120
-1
31
8
0
3
-3
6
6
14
12
52
64
43
6
52
22
48
1
1
-2
-2
65
-3
38
56
0
-3
3
-2
7
-1
8
-5
7
2
-5
-4
25
-3
-3
-1
-2
-5
8
7
-2
0
45
1
1
2
-2
28
4
10
2
17
0
7
-3
58
16
14
27
-2
1
3
-5
174
-2
-4
-5
-1
-5
-10
-1
2
0
58
45
-3
-1
6
-6
2
-7
4
-5
0
33
8
-1
9
-4
-1
-2
-3
57
-1
-4
-5
-4
-2
5
-7
27
-2
2
-4
0
-3
0
-3
-2
3
4
-9
1
-5
-5
-2
8
35
7
-4
-6
98
5
-5
-4
1
154
0
2
-3
-3
-5
-3
-6
12
-2
3
29
-2
-1
11
-5
-6
0
-4
26
15
-3
6
4
-5
6
12
47
16
4
-3
21
-1
-1
39
7
-4
11
0
11
-3
-2
-2
-3
18
-2
36
-6
28
-5
11
11
30
88
-1
-3
46
-1
46
8
-1
-6
-3
-4
3
-6
-4
-3
15
-3
-4
39
7
-3
-3
22
-2
1
64
-1
-4
36
-1
-3
-2
5
-1
0
2
-3
40
4
-4
31
5
2
0
-8
2
32
-1
90
12
-2
6
-7
2
-2
39
-8
-2
-4
34
0
1
29
-3
-5
-3
0
0
-3
-1
21
-3
2
7
-2
-2
1
0
6
-7
31
-2
-2
-8
-5
-4
-8
-4
36
-4
-3
-4
6
-2
-7
-7
-2
23
-4
-5
13
1
73
1
-5
-5
19
48
5
-4
-5
-1
-2
-5
-1
-6
19
-5
12
-3
3
1
-2
-6
0
7
15
-4
-2
1
-1
-5
5
-1
0
37
-6
-9
-5
-2
-1
0
-5
-2
-7
31
-6
-1
-5
-1
-1
5
0
0
-4
2
-3
-3
111
-6
-2
1
-3
-4
-6
0
3
12
65
0
5
-2
26
41
-3
-1
100
2
62
-1
-7
0
-4
-4
0
3
-3
46
2
-2
39
-3
-1
-6
-5
47
-3
8
50
1
5
3
28
1
7
-1
-4
-4
60
-8
-3
-7
3
-3
43
169
2
-7
-6
-2
-3
10
-2
24
-4
-2
3
-1
-6
-4
38
-3
25
-12
-2
42
24
2
-3
30
-3
7
-4
1
3
-3
13
18
23
5
5
46
31
28
-4
-2
-2
11
5
13
105
17
57
12
1
17
0
-2
7
16
-4
-5
46
11
140
27
15
13
117
8
80
-1
16
-2
-1
14
-2
-1
17
1
34
64
57
-2
-5
1
33
-3
7
57
0
0
21
76
8
64
48
0
0
90
13
10
9
4
-7
-3
-7
73
2
83
7
12
27
19
-2
28
-5
-1
-7
21
-2
9
-1
0
14
18
-5
-3
12
25
14
-5
-4
19
17
22
4
9
30
-2
-5
91
9
-1
-7
-9
1
12
3
3
-1
13
2
-4
1
0
35
124
9
26
-4
1
-6
4
15
11
7
6
75
-1
-3
0
51
-5
-3
32
8
15
2
0
-1
-6
-1
-1
26
25
0
13
-5
5
27
57
2
33
1
6
7
5
31
0
0
1
-2
0
9
42
18
-2
0
-2
-7
-2
22
7
0
29
41
18
-1
46
43
35
-2
-4
-9
-5
3
-3
0
0
35
-3
7
5
-6
3
9
-3
11
164
0
108
1
4
6
9
-2
23
137
31
30
26
4
-3
92
-2
-5
-4
28
26
-2
-1
-8
5
-7
0
0
36
35
2
8
-6
1
57
36
-5
31
1
1
-4
4
0
9
6
-2
0
50
13
17
0
-1
-1
55
6
6
1
12
-4
9
138
20
-1
51
0
-4
-3
-5
-2
27
130
-6
-9
2
4
-12
0
56
-5
-3
0
-9
0
49
0
66
-2
-6
17
1
-3
46
17
-3
-3
9
13
30
1
55
-4
4
-5
5
-4
30
-3
-5
-4
-7
64
-2
-6
11
35
37
-3
0
-1
14
11
67
-1
-3
-7
-3
-1
39
28
179
105
174
0
-2
93
0
-2
0
19
62
86
0
-8
0
234
94
105
33
167
91
-1
10
0
-2
14
-3
7
7
61
-1
0
6
-6
-7
-5
-3
-1
-6
-4
-4
0
2
40
212
134
-3
16
80
12
-2
-2
7
10
22
0
5
8
83
-1
0
9
7
3
5
-3
19
120
-1
-2
-3
-2
-3
4
-5
190
1
-7
-7
-2
203
-3
3
44
-3
0
29
32
-5
-2
-4
-3
-6
-3
-4
-2
-4
-3
3
-3
-1
0
123
-1
-4
83
0
-4
212
0
-8
-1
36
-5
0
-3
4
164
7
1
-4
-3
-6
-1
-2
121
-5
-4
-3
-3
-3
-7
46
-5
-3
9
-5
-3
-1
-2
7
-6
0
2
37
22
-8
-1
-5
0
-1
-8
-4
-2
-2
30
7
33
-5
0
0
0
-5
-5
0
-2
-4
119
-1
-3
-5
19
42
-5
38
-4
-5
-4
5
-4
-3
-3
-2
-5
61
0
-7
-5
90
0
-1
-2
-7
-3
24
5
12
-1
-4
-1
-4
-5
-7
2
93
190
-1
-8
0
-3
6
0
-2
-6
-3
-5
-5
-1
37
214
0
119
-7
77
0
107
-3
82
-3
0
25
0
-5
8
28
-5
12
0
0
-3
0
-5
-4
-7
0
-1
98
21
3
91
2
89
-2
-1
-2
-4
3
26
2
3
-5
-2
-1
-2
-8
0
-6
64
-7
-5
1
9
-6
-10
17
0
76
-1
29
-6
12
45
0
-3
94
102
0
21
-2
20
-2
2
-7
55
0
4
-1
0
3
-2
-5
-3
3
32
28
12
2
56
0
14
10
2
16
-3
0
-2
-3
-1
39
-2
0
29
53
29
10
-2
6
-2
4
3
0
5
14
1
-1
1
9
12
-5
41
4
0
-1
0
-6
0
-1
10
0
2
50
-2
3
0
0
-3
0
7
42
24
2
0
1
24
99
2
0
8
50
7
-1
-3
12
0
42
-1
1
-1
18
0
-2
20
3
-2
5
-2
0
21
0
111
3
-5
1
51
-3
13
-2
0
-4
-2
0
99
25
6
0
0
0
0
22
0
23
8
25
100
-6
62
0
0
0
9
2
169
41
-5
0
32
-2
-6
0
-2
32
10
29
-5
-5
1
2
104
-6
-2
-6
57
0
17
1
0
-1
8
34
1
24
-2
2
2
0
-3
1
23
0
-1
-2
-1
-2
15
-4
-4
194
-4
0
0
55
-3
0
1
32
49
-4
20
-3
7
46
0
34
0
16
60
1
13
100
120
2
-5
0
277
77
42
119
135
180
238
163
21
0
0
1
-2
8
-2
217
36
14
0
35
121
57
177
239
0
1
15
145
0
59
58
51
9
36
-3
25
18
0
26
16
145
0
166
-8
65
-4
-3
135
-3
21
0
34
21
111
66
0
35
0
53
0
-3
9
98
14
0
223
22
51
13
75
61
-3
0
46
63
0
161
-3
159
-2
172
48
54
6
-3
-5
145
11
0
114
-2
37
18
3
67
28
0
12
12
0
89
41
15
97
105
27
2
232
-2
13
0
57
3
108
79
101
0
23
93
131
0
0
45
186
-5
72
74
42
107
40
23
232
14
91
-1
8
34
24
1
2
0
32
-4
124
197
11
215
2
-1
-3
-3
28
7
29
9
1
6
11
-3
-2
57
62
-4
8
20
17
-2
10
28
-4
8
-2
-2
0
-2
11
9
30
16
40
0
-1
3
29
14
-3
14
-3
4
22
8
65
3
4
-2
10
-2
29
31
107
17
-4
40
-2
3
68
82
-4
6
108
-2
-1
76
23
-2
-3
46
0
2
7
28
21
-4
-2
3
8
6
-5
-2
198
-4
1
43
10
21
14
7
-1
-2
92
-2
2
27
6
7
-2
21
-3
20
28
-6
-2
-6
3
6
-6
-4
20
0
0
3
0
5
27
-4
1
-2
0
128
-2
91
0
54
68
51
42
-2
28
10
-2
1
10
6
0
10
-1
-7
153
98
1
77
16
111
0
-1
32
22
0
7
-3
0
67
-1
17
-2
-1
1
4
0
0
31
-3
50
14
-2
72
102
17
2
9
15
18
88
38
33
-2
-1
0
23
13
-1
237
-2
38
7
10
-3
110
53
-3
4
-5
13
15
-1
50
35
2
0
-3
24
5
3
-1
-2
102
3
19
51
-6
0
2
11
-4
