"HMO"
166.6666667
171
195
207.8431373
212.745098
234.3137255
238.2352941
239.2156863
241.1764706
243.1372549
244.1176471
246.0784314
248
251.9607843
253.9215686
255.8823529
256.8627451
258.8235294
259.8039216
261.7647059
264.7058824
264.7058824
265.6862745
266.6666667
267.6470588
267.6470588
268.627451
269.6078431
270.5882353
272.5490196
272.5490196
274.5098039
275.4901961
277.4509804
277.4509804
282.3529412
283.3333333
284.3137255
287.254902
291.1764706
292.1568627
293.1372549
294.1176471
294.1176471
294.1176471
294.1176471
295.1668323
296.0784314
297.0588235
299.0196078
299.0196078
302.9411765
302.9411765
303.9215686
304.9019608
304.9019608
304.9019608
307.8431373
308.8235294
311
311.7647059
313.7254902
314.7058824
314.7058824
314.7058824
315.6862745
315.6862745
316.6666667
316.6666667
317.6470588
318.627451
319.6078431
319.6078431
322.5490196
323.5294118
323.5294118
323.5294118
325.4901961
326.4705882
326.4705882
326.4705882
327
328.4313725
329.4117647
330.3921569
331.372549
333.3333333
333.3333333
334.3137255
334.3137255
335.2941176
337.254902
337.254902
338
339.2156863
339.2156863
340.1960784
341.1764706
342.1568627
342.1568627
343.1372549
344.1176471
345.0980392
345.0980392
346.0784314
346.0784314
346.0784314
347.0588235
347.0588235
347.0588235
347.0588235
348.0392157
348.0392157
348.0392157
348.0392157
349.0196078
349.0196078
349.0196078
349.0196078
350
350
350
350
350
350.9803922
350.9803922
351.9607843
351.9607843
351.9607843
351.9607843
352.9411765
352.9411765
353.9215686
353.9215686
355.8823529
356.8627451
356.8627451
356.8627451
357.8431373
358.8235294
358.8235294
358.8235294
359
359.8039216
359.8039216
359.8039216
359.8039216
359.8039216
360.7843137
360.7843137
360.7843137
360.7843137
361.7647059
361.7647059
361.7647059
361.7647059
362
362.745098
362.745098
363.7254902
363.7254902
364.7058824
365.6862745
365.6862745
365.6862745
365.6862745
366.6666667
367.6470588
367.6470588
367.6470588
368.627451
368.627451
368.627451
368.627451
369.6078431
369.6078431
370.5882353
370.5882353
371.5686275
371.5686275
371.5686275
372.5490196
372.5490196
372.5490196
373.5294118
373.5294118
374.5098039
374.5098039
375.4901961
375.4901961
376.4705882
377
377.4509804
377.4509804
377.4509804
378.4313725
378.4313725
379.4117647
380.3921569
380.3921569
380.3921569
380.3921569
381.372549
383.3333333
383.3333333
383.3333333
383.3333333
384.3137255
384.3137255
385.2941176
385.2941176
385.2941176
386.2745098
386.2745098
387.254902
387.254902
388.2352941
388.2352941
388.2352941
388.2352941
388.2352941
388.2352941
388.2352941
388.2352941
389.2156863
389.2156863
390.1960784
390.1960784
390.1960784
390.1960784
390.1960784
390.1960784
390.1960784
390.1960784
390.1960784
391.1764706
391.1764706
392.1568627
392.1568627
392.1568627
392.1568627
392.1568627
392.1568627
392.1568627
392.1568627
392.1568627
393.1372549
394.1176471
394.1176471
394.1176471
395.0980392
395.0980392
395.0980392
395.0980392
396.0784314
397.0588235
397.0588235
399.0196078
399.0196078
400
400
400.9803922
400.9803922
400.9803922
401.9607843
401.9607843
401.9607843
402.9411765
402.9411765
403.9215686
403.9215686
404
404
404.9019608
404.9019608
405.8823529
405.8823529
405.8823529
405.8823529
405.8823529
405.8823529
405.8823529
406.8627451
406.8627451
406.8627451
408.8235294
408.8235294
409.8039216
409.8039216
409.8039216
410.7843137
411.7647059
411.7647059
411.7647059
412.745098
412.745098
413.7254902
414.7058824
414.7058824
414.7058824
414.7058824
414.7058824
414.7058824
416.6666667
416.6666667
419.6078431
420.5882353
421.5686275
421.5686275
421.5686275
423.5294118
424.5098039
426.4705882
426.4705882
426.4705882
427.4509804
428.4313725
428.4313725
428.4313725
430
430
431.372549
432.3529412
433.3333333
434.3137255
434.3137255
434.3137255
435.2941176
435.2941176
435.2941176
435.2941176
436.2745098
436.2745098
436.2745098
436.2745098
438
440.1960784
441.1764706
445
445.0980392
446.0784314
448.0392157
448.0392157
449.0196078
450
450
450
450.9803922
450.9803922
450.9803922
452
452.9411765
453.9215686
454.9019608
454.9019608
454.9019608
455.8823529
457
458.8235294
458.8235294
460.7843137
461.7647059
461.7647059
463
466.6666667
466.6666667
466.6666667
466.6666667
466.6666667
468.627451
469
470.5882353
470.5882353
470.5882353
471.5686275
471.5686275
474.5098039
474.5098039
474.5098039
475.4901961
477.4509804
477.4509804
478
478.4313725
480.3921569
483.3333333
485.2941176
490.1960784
490.1960784
490.1960784
491.1764706
491.1764706
491.1764706
492.1568627
492.1568627
493.1372549
496.0784314
496.0784314
505
506
510.7843137
511.7647059
512.745098
513.7254902
516.6666667
516.6666667
518.627451
518.627451
523.5294118
525.4901961
526.4705882
527.4509804
528.4313725
530.3921569
530.3921569
533.3333333
534.3137255
534.3137255
543.1372549
546.0784314
549.0196078
552.9411765
554.9019608
557.8431373
563.7254902
563.7254902
566.6666667
568.627451
568.627451
570.5882353
571.5686275
571.5686275
575.4901961
575.4901961
575.4901961
588.2352941
600
607.8431373
625.4901961
634.3137255
663.7254902
668.627451
670.5882353
726.4705882
735
834.3137255
852
852.9411765
862.745098
916.6666667
927
1114.705882
1185
